"model_instance","model","dataset","engine","speedup_vs_no_cache_mean","speedup_vs_no_cache_p95","energy_reduction_vs_no_cache_pct","idle_adjusted_energy_reduction_vs_no_cache_pct","hit_rate","reuse_successes","reused_prefix_tokens_total","wasted_compute_ratio","seeds"
"google_gemma-4-12B-it","google/gemma-4-12B-it","ag_news","shadow_kv","1.00244852060822","0.967339743481842","0.420105200023306","1.25308450991817","","","","","42;123;456;789;999"
"google_gemma-4-12B-it","google/gemma-4-12B-it","ag_news","shadow_kv_plus","1.0568682945621","1.03897703186615","14.2629564233593","16.3358720089331","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-12B-it","google/gemma-4-12B-it","alpaca_eval","shadow_kv","1.0195681202268","0.995274382331532","-2.92774634957853","-6.37970420500949","","","","","42;123;456;789;999"
"google_gemma-4-12B-it","google/gemma-4-12B-it","alpaca_eval","shadow_kv_plus","1.07780698081945","1.09301323159638","13.3013387006266","9.57714713633393","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-12B-it","google/gemma-4-12B-it","banking77","shadow_kv","0.995427469478146","1.01695219878479","-0.502631915626215","-3.40301796566401","","","","","42;123;456;789;999"
"google_gemma-4-12B-it","google/gemma-4-12B-it","banking77","shadow_kv_plus","1.0513294611252","1.05633136648606","12.420310811362","13.6867796444263","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-12B-it","google/gemma-4-12B-it","cnn_dailymail","shadow_kv","0.97357219860304","1.00066917489227","0.0527936251460611","-0.646128420116548","","","","","42;123;456;789;999"
"google_gemma-4-12B-it","google/gemma-4-12B-it","cnn_dailymail","shadow_kv_plus","2.32723883299838","2.46664032679333","60.648415288616","64.7511271933338","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-12B-it","google/gemma-4-12B-it","daily_dialog","shadow_kv","1.0323596206712","1.02777218731469","2.00024422582537","-0.70636609627601","","","","","42;123;456;789;999"
"google_gemma-4-12B-it","google/gemma-4-12B-it","daily_dialog","shadow_kv_plus","1.13945458554695","1.22951981996547","14.2993909142692","17.1094111519343","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-12B-it","google/gemma-4-12B-it","dolly","shadow_kv","0.985854181153263","1.0293680787138","-0.139094534675322","0.614886948427724","","","","","42;123;456;789;999"
"google_gemma-4-12B-it","google/gemma-4-12B-it","dolly","shadow_kv_plus","1.13062384635161","1.28733833984039","18.253069194117","13.3770702663579","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-12B-it","google/gemma-4-12B-it","oasst1","shadow_kv","0.996286118110233","1.03274798508002","2.97037884620486","1.5767978440067","","","","","42;123;456;789;999"
"google_gemma-4-12B-it","google/gemma-4-12B-it","oasst1","shadow_kv_plus","1.16216032420582","1.2734878652847","16.8748137942383","19.2935295574864","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-12B-it","google/gemma-4-12B-it","samsum","shadow_kv","0.980592444257943","1.02200349629625","1.65103096276035","1.60442712161612","","","","","42;123;456;789;999"
"google_gemma-4-12B-it","google/gemma-4-12B-it","samsum","shadow_kv_plus","1.40856126329513","1.77186438266678","35.8519640811898","39.2358030223645","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-12B-it","google/gemma-4-12B-it","ultrachat","shadow_kv","1.00564435211863","0.992184752064366","-0.0596522328642812","-3.96708458043036","","","","","42;123;456;789;999"
"google_gemma-4-12B-it","google/gemma-4-12B-it","ultrachat","shadow_kv_plus","1.86313030253529","1.90152137802092","48.7958975086161","50.642069000802","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-12B-it","google/gemma-4-12B-it","xsum","shadow_kv","0.982008358472039","0.993351929646773","-1.41556985770354","0.125871487791835","","","","","42;123;456;789;999"
"google_gemma-4-12B-it","google/gemma-4-12B-it","xsum","shadow_kv_plus","2.10614024659134","2.22672463134126","57.1465844742398","59.7335922612519","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","ag_news","shadow_kv","1.02573264374197","1.02103985072674","1.49010030606983","1.7419612731289","","","","","42;123;456;789;999"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","ag_news","shadow_kv_plus","1.06987835209791","1.09038436930855","8.40495933820426","11.5709743690509","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","alpaca_eval","shadow_kv","1.02398921715461","0.988477105554067","-1.1740804232085","1.64008668600397","","","","","42;123;456;789;999"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","alpaca_eval","shadow_kv_plus","1.04646848483011","1.0307951162664","5.42486204461266","8.5281084251604","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","banking77","shadow_kv","1.02440661196599","1.01892741715752","-1.76453384551709","1.63554032740293","","","","","42;123;456;789;999"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","banking77","shadow_kv_plus","1.09463145317092","1.07105112283116","9.94092368328183","10.7833434849931","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","cnn_dailymail","shadow_kv","1.02134759773767","0.986952422562884","-4.39432784670294","0.234279343390264","","","","","42;123;456;789;999"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","cnn_dailymail","shadow_kv_plus","1.60839772280187","1.58183615235439","46.5881935750787","51.6750074353568","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","daily_dialog","shadow_kv","1.01852243242463","1.00273220764772","0.982203228851976","2.50501121517305","","","","","42;123;456;789;999"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","daily_dialog","shadow_kv_plus","1.07470402244378","1.13260349641882","12.0926079949566","14.3254560041401","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","dolly","shadow_kv","0.998899663817974","0.976961156265586","0.776363406711406","-1.34320384213723","","","","","42;123;456;789;999"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","dolly","shadow_kv_plus","1.0444757730225","1.13423108639697","13.2865270223727","10.5296068129238","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","oasst1","shadow_kv","0.987830950912845","0.96211471949908","0.0969243008614779","2.95492028082405","","","","","42;123;456;789;999"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","oasst1","shadow_kv_plus","1.06330257253064","1.12816200804589","12.6974839752678","11.8657034526233","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","samsum","shadow_kv","0.991951819279064","0.977010023302278","-1.26081408479488","0.0812565280038711","","","","","42;123;456;789;999"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","samsum","shadow_kv_plus","1.19541378861685","1.26070615725841","20.8284462821226","21.1101906987789","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","ultrachat","shadow_kv","0.962722029026784","0.981204547043234","-0.63363686283585","-4.10661686499868","","","","","42;123;456;789;999"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","ultrachat","shadow_kv_plus","1.32041835428004","1.35546228369763","35.8980993728984","41.6911649444381","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","xsum","shadow_kv","0.998994891080425","1.01593165003392","-0.0589122072074105","2.3788214611032","","","","","42;123;456;789;999"
"google_gemma-4-26B-A4B-it","google/gemma-4-26B-A4B-it","xsum","shadow_kv_plus","1.5107327904213","1.49252394599437","42.9883414163636","49.616701920262","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-31B-it","google/gemma-4-31B-it","ag_news","shadow_kv","1.01403897779195","0.993184709205699","-0.972011135881139","2.50985369625409","","","","","42;123;456;789;999"
"google_gemma-4-31B-it","google/gemma-4-31B-it","ag_news","shadow_kv_plus","1.1298037399548","1.15531431385333","13.2630171926093","17.4146719502676","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-31B-it","google/gemma-4-31B-it","alpaca_eval","shadow_kv","0.995320902662753","0.980216110601202","-1.31611431305018","3.85353989470579","","","","","42;123;456;789;999"
"google_gemma-4-31B-it","google/gemma-4-31B-it","alpaca_eval","shadow_kv_plus","1.13321628672762","1.12597443200431","15.5382201995788","18.2027209959534","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-31B-it","google/gemma-4-31B-it","banking77","shadow_kv","1.01604421505683","0.988433293151468","-0.271264767797354","-0.618376414520457","","","","","42;123;456;789;999"
"google_gemma-4-31B-it","google/gemma-4-31B-it","banking77","shadow_kv_plus","1.16488977662242","1.12198383529083","14.6518978608988","12.9550251309162","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-31B-it","google/gemma-4-31B-it","cnn_dailymail","shadow_kv","0.992173812205111","0.984514027276868","-0.574774455886889","-1.66280522745295","","","","","42;123;456;789;999"
"google_gemma-4-31B-it","google/gemma-4-31B-it","cnn_dailymail","shadow_kv_plus","2.64278457300174","2.90462625414824","64.712696805745","66.7997853485685","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-31B-it","google/gemma-4-31B-it","daily_dialog","shadow_kv","1.01255355367561","1.02027078697618","-3.7286335460852","0.235237912133845","","","","","42;123;456;789;999"
"google_gemma-4-31B-it","google/gemma-4-31B-it","daily_dialog","shadow_kv_plus","1.24647403279485","1.40923866080953","15.6349364727287","21.4573956243286","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-31B-it","google/gemma-4-31B-it","dolly","shadow_kv","1.00780233709572","1.00790912158726","-0.853760241739782","-2.33819159318871","","","","","42;123;456;789;999"
"google_gemma-4-31B-it","google/gemma-4-31B-it","dolly","shadow_kv_plus","1.22220569761077","1.42733740445135","19.3004984990089","19.5385500897328","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-31B-it","google/gemma-4-31B-it","oasst1","shadow_kv","0.980606881993471","1.01517421739694","1.18842757876046","-0.00931904652814908","","","","","42;123;456;789;999"
"google_gemma-4-31B-it","google/gemma-4-31B-it","oasst1","shadow_kv_plus","1.26364621261549","1.3921299129698","20.2861778999094","21.7108788093294","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-31B-it","google/gemma-4-31B-it","samsum","shadow_kv","1.00708689489136","1.00297847815383","-0.39554227247091","-2.39880138865713","","","","","42;123;456;789;999"
"google_gemma-4-31B-it","google/gemma-4-31B-it","samsum","shadow_kv_plus","1.47765794375383","1.81185954235299","32.8971986804948","33.0225843058665","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-31B-it","google/gemma-4-31B-it","ultrachat","shadow_kv","1.02504532630326","0.994259895060132","-1.06498227162736","1.90260452864029","","","","","42;123;456;789;999"
"google_gemma-4-31B-it","google/gemma-4-31B-it","ultrachat","shadow_kv_plus","2.00342845834166","2.03614173655693","47.7919443385083","51.8063045494429","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-31B-it","google/gemma-4-31B-it","xsum","shadow_kv","1.03155695900131","0.987985297237598","1.55460799986196","-2.79514008844902","","","","","42;123;456;789;999"
"google_gemma-4-31B-it","google/gemma-4-31B-it","xsum","shadow_kv_plus","2.42745058613214","2.61166128622565","61.1861679732131","62.1562613621963","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-E2B-it","google/gemma-4-E2B-it","ag_news","shadow_kv","1.01297848295643","0.981734172966214","-0.308073769232941","1.91853814322799","","","","","42;123;456;789;999"
"google_gemma-4-E2B-it","google/gemma-4-E2B-it","ag_news","shadow_kv_plus","1.11697640788232","1.05345251924159","14.127600805875","21.0613424359614","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-E2B-it","google/gemma-4-E2B-it","alpaca_eval","shadow_kv","1.00439522689941","0.994556272749595","1.30782604480024","1.41439326357687","","","","","42;123;456;789;999"
"google_gemma-4-E2B-it","google/gemma-4-E2B-it","alpaca_eval","shadow_kv_plus","1.08501441877493","1.07837840299067","16.2012261626448","18.0374016436553","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-E2B-it","google/gemma-4-E2B-it","banking77","shadow_kv","1.01373896974418","1.02018453078977","-2.16163496072713","-1.63304378449453","","","","","42;123;456;789;999"
"google_gemma-4-E2B-it","google/gemma-4-E2B-it","banking77","shadow_kv_plus","1.09170837063516","1.08352129150197","11.7076521231191","19.9720639821861","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-E2B-it","google/gemma-4-E2B-it","cnn_dailymail","shadow_kv","1.00246753320306","0.990919612576478","3.05520008596503","0.726153858456502","","","","","42;123;456;789;999"
"google_gemma-4-E2B-it","google/gemma-4-E2B-it","cnn_dailymail","shadow_kv_plus","1.64416079795121","1.63982071061239","52.6013321971761","63.1836675476717","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-E2B-it","google/gemma-4-E2B-it","daily_dialog","shadow_kv","1.01963854937233","1.0095576983178","-1.51483047824099","-2.59394690441854","","","","","42;123;456;789;999"
"google_gemma-4-E2B-it","google/gemma-4-E2B-it","daily_dialog","shadow_kv_plus","1.17153254297978","1.18367916305387","13.1355607516362","15.7993875387891","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-E2B-it","google/gemma-4-E2B-it","dolly","shadow_kv","0.973678087660637","0.996823234196675","-3.00055086335154","-4.04528868483252","","","","","42;123;456;789;999"
"google_gemma-4-E2B-it","google/gemma-4-E2B-it","dolly","shadow_kv_plus","1.11808421740441","1.22339627589591","12.5285236404461","14.7406752319511","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-E2B-it","google/gemma-4-E2B-it","oasst1","shadow_kv","0.988338900969088","0.989956200518723","4.64872551830014","1.19266464861371","","","","","42;123;456;789;999"
"google_gemma-4-E2B-it","google/gemma-4-E2B-it","oasst1","shadow_kv_plus","1.14540745562963","1.2440906900143","18.9403725910265","21.7968349689712","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-E2B-it","google/gemma-4-E2B-it","samsum","shadow_kv","0.978760976678592","0.965029469019405","-4.5842524188242","-5.51917891753355","","","","","42;123;456;789;999"
"google_gemma-4-E2B-it","google/gemma-4-E2B-it","samsum","shadow_kv_plus","1.26245371969161","1.40898038886917","24.4307308441339","29.5096305905085","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-E2B-it","google/gemma-4-E2B-it","ultrachat","shadow_kv","0.976884234709369","0.991201495614721","-1.18657655893532","-5.46538065813248","","","","","42;123;456;789;999"
"google_gemma-4-E2B-it","google/gemma-4-E2B-it","ultrachat","shadow_kv_plus","1.48549037181486","1.41670740985065","38.4247002625981","44.13628694994","0.9921875","127","16256","","42;123;456;789;999"
"google_gemma-4-E2B-it","google/gemma-4-E2B-it","xsum","shadow_kv","1.02205228656651","0.985720894369469","-1.8188047288118","-4.07352132987348","","","","","42;123;456;789;999"
"google_gemma-4-E2B-it","google/gemma-4-E2B-it","xsum","shadow_kv_plus","1.63196987301387","1.54504395563268","47.4187184528065","56.6208475250435","0.9921875","127","16256","","42;123;456;789;999"
"gpt2","gpt2","ag_news","shadow_kv","1.0866594543464","1.09452374073231","-2.45382873136645","-1.3242530285213","","","","","42;123;456;789;999"
"gpt2","gpt2","ag_news","shadow_kv_plus","0.86774445994753","0.931664968182392","-3.626739123686","-2.05658316647111","0.9921875","127","16256","","42;123;456;789;999"
"gpt2","gpt2","alpaca_eval","shadow_kv","1.03228637431669","1.04303771500783","-1.86369958886363","-15.1258238561132","","","","","42;123;456;789;999"
"gpt2","gpt2","alpaca_eval","shadow_kv_plus","0.705148262476632","0.75933969792569","-4.6928140239985","-12.7795354929933","0.9921875","127","16256","","42;123;456;789;999"
"gpt2","gpt2","banking77","shadow_kv","0.971754136364259","0.949192710718461","1.85361527561751","9.00122477459375","","","","","42;123;456;789;999"
"gpt2","gpt2","banking77","shadow_kv_plus","0.709493883811142","0.787821227299878","0.400167817629583","-2.39980313948561","0.9921875","127","16256","","42;123;456;789;999"
"gpt2","gpt2","cnn_dailymail","shadow_kv","1.0491949585612","1.06124321424191","-0.988339435640796","-3.13849883001003","","","","","42;123;456;789;999"
"gpt2","gpt2","cnn_dailymail","shadow_kv_plus","0.786731873622706","0.840410320788907","7.37837337154465","28.625919193304","0.9921875","127","16256","","42;123;456;789;999"
"gpt2","gpt2","daily_dialog","shadow_kv","1.11791607756052","1.10871744890507","0.0512882812277077","-0.85206993118673","","","","","42;123;456;789;999"
"gpt2","gpt2","daily_dialog","shadow_kv_plus","0.774155911784674","0.85801185051094","-4.88288989678188","0.933427565078818","0.9921875","127","16256","","42;123;456;789;999"
"gpt2","gpt2","dolly","shadow_kv","1.0271235937413","0.956631247364718","-2.31637523657132","-1.67564948176971","","","","","42;123;456;789;999"
"gpt2","gpt2","dolly","shadow_kv_plus","0.760881506862099","0.807250795794385","-1.79179015359862","1.58180707686104","0.9921875","127","16256","","42;123;456;789;999"
"gpt2","gpt2","oasst1","shadow_kv","0.902784820689645","0.94682863080093","-3.7384453301552","10.7514148742011","","","","","42;123;456;789;999"
"gpt2","gpt2","oasst1","shadow_kv_plus","0.703638552491934","0.819519106311473","-0.705959521163661","-5.61930349243862","0.9921875","127","16256","","42;123;456;789;999"
"gpt2","gpt2","samsum","shadow_kv","1.02930581097962","0.978079565785385","2.35253864726631","1.460579521446","","","","","42;123;456;789;999"
"gpt2","gpt2","samsum","shadow_kv_plus","0.809686752796601","0.874180755777623","2.26949497352966","1.99520518401122","0.9921875","127","16256","","42;123;456;789;999"
"gpt2","gpt2","ultrachat","shadow_kv","1.03450683004102","0.938056251303289","-2.58865880364398","-6.47367113268401","","","","","42;123;456;789;999"
"gpt2","gpt2","ultrachat","shadow_kv_plus","0.787939314932409","0.773735483067358","2.42165287224058","23.2889390162038","0.9921875","127","16256","","42;123;456;789;999"
"gpt2","gpt2","xsum","shadow_kv","0.956468443956901","0.982012038115766","-3.7293025974047","-7.52330350573726","","","","","42;123;456;789;999"
"gpt2","gpt2","xsum","shadow_kv_plus","0.813028138398995","0.850263011709261","6.2207301258271","21.8004820706818","0.9921875","127","16256","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","ag_news","shadow_kv","0.982582729911218","0.9879548965103","-1.33857215717774","-0.823310986636172","","","","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","ag_news","shadow_kv_plus","0.934559543347151","0.970331829981658","1.10394829239115","3.88113845597555","0.9921875","127","16256","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","alpaca_eval","shadow_kv","0.989871491084981","0.976328318467965","0.703825940634879","-2.27134949405207","","","","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","alpaca_eval","shadow_kv_plus","0.921470981965515","0.984174769630121","6.14779459041815","10.5326681557244","0.9921875","127","16256","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","banking77","shadow_kv","1.01693907190821","0.993459856237809","-2.03599028103262","-6.30330430264161","","","","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","banking77","shadow_kv_plus","0.921013128287846","0.934938857367281","3.76344163628819","6.14317431387216","0.9921875","127","16256","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","cnn_dailymail","shadow_kv","1.06128144852019","1.03210120856046","1.55939456831583","-2.52314276308655","","","","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","cnn_dailymail","shadow_kv_plus","0.870589149705701","0.914933154180673","-5.60930171746482","-12.6772089915845","0.9921875","127","16256","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","daily_dialog","shadow_kv","1.0151262033469","1.00603429307038","-2.67660691048726","-3.84679042340861","","","","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","daily_dialog","shadow_kv_plus","0.962326917749856","0.972573948808553","2.44068014302105","6.50732454402501","0.9921875","127","16256","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","dolly","shadow_kv","0.978657483091061","0.990244327400643","1.20150369942983","-3.43803798713278","","","","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","dolly","shadow_kv_plus","0.924504989282494","0.901300076255359","2.23080059219602","-2.27246404029106","0.9921875","127","16256","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","oasst1","shadow_kv","0.992414935715828","1.01233606966509","0.503187678964598","0.143245923686576","","","","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","oasst1","shadow_kv_plus","0.936001473581054","0.916477884436266","4.67698625552794","6.0592298478256","0.9921875","127","16256","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","samsum","shadow_kv","1.00920120723194","0.993775218685112","2.14021872715453","2.24819848300061","","","","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","samsum","shadow_kv_plus","0.93362678813064","0.854262753789178","3.59162722949241","0.32712797360982","0.9921875","127","16256","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","ultrachat","shadow_kv","0.993753287124621","1.00656320000893","-0.367401043802306","-1.46067644746199","","","","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","ultrachat","shadow_kv_plus","0.874397305673592","0.852634540959188","-6.67582200627987","-8.07768577231385","0.9921875","127","16256","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","xsum","shadow_kv","0.980059981106969","1.02547325730816","-1.20896647894724","-2.84977083562256","","","","","42;123;456;789;999"
"microsoft_Phi-3-mini-4k-instruct","microsoft/Phi-3-mini-4k-instruct","xsum","shadow_kv_plus","0.855715203119288","0.858471899082233","-3.74102769055858","-3.31286343336302","0.9921875","127","16256","","42;123;456;789;999"
"Qwen_Qwen2_5-1_5B-Instruct","Qwen/Qwen2.5-1.5B-Instruct","ag_news","shadow_kv","1.02962118732161","1.01964051583147","-5.23847088000605","-2.8976508887588","","","","","42;123;456;789;999"
"Qwen_Qwen2_5-1_5B-Instruct","Qwen/Qwen2.5-1.5B-Instruct","ag_news","shadow_kv_plus","0.803306235899599","0.830423547511416","-0.435218680027872","1.06537340501235","0.9921875","127","16256","","42;123;456;789;999"
