model,dataset,mode,runtime,requests,prompt_tokens,cache_evidence_tokens,mean_latency_ms,p95_latency_ms,throughput_rps,gpu_energy_j,idle_adjusted_gpu_energy_j,gpu_joules_per_request,energy_source,energy_error,reuse_failures,idle_stable,source_file
google/gemma-4-12B-it,ag_news,rag,lmcache_vllm,256,43476,0.0,25.142314072809313,26.64470751187764,39.772136586448845,3765.739,3226.309648712997,14.70991796875,nvml,,0,True,results_full/gemma4_12b/ag_news/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-12B-it_public_dataset_ag_news_rag.json
google/gemma-4-12B-it,ag_news,rag,sglang_radix_attention,256,46804,30393,40.321459311371655,41.438031519646756,24.800053547488282,4749.476,3905.801402861333,18.552640625,nvml,,0,True,results_full/gemma4_12b/ag_news/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-12B-it_public_dataset_ag_news_rag.json
google/gemma-4-12B-it,ag_news,rag,vllm_apc,256,43476,17472.0,21.522365360851836,24.05897551216185,46.461522598623894,2923.11,2459.0717877252455,11.4183984375,nvml,,0,True,results_full/gemma4_12b/ag_news/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-12B-it_public_dataset_ag_news_rag.json
google/gemma-4-12B-it,ag_news,templated,lmcache_vllm,256,40916,0.0,24.956110866241943,25.81099048256874,40.06902471119487,3732.858,3219.084046264256,14.5814765625,nvml,,0,True,results_full/gemma4_12b/ag_news/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-12B-it_public_dataset_ag_news_templated.json
google/gemma-4-12B-it,ag_news,templated,sglang_radix_attention,256,44244,27843,40.314223457244225,41.430836005019955,24.804383285844374,4747.284,3893.745444759373,18.544078125,nvml,,0,True,results_full/gemma4_12b/ag_news/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-12B-it_public_dataset_ag_news_templated.json
google/gemma-4-12B-it,ag_news,templated,vllm_apc,256,40916,17408.0,21.352328519014918,24.131320489686914,46.83150331733409,2897.99,2454.778351081378,11.3202734375,nvml,,0,True,results_full/gemma4_12b/ag_news/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-12B-it_public_dataset_ag_news_templated.json
google/gemma-4-12B-it,daily_dialog,rag,lmcache_vllm,256,53705,256.0,26.86944085940013,33.84332875430118,37.21576033105217,4010.62,3432.1627074394974,15.666484375,nvml,,0,True,results_full/gemma4_12b/daily_dialog/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-12B-it_public_dataset_daily_dialog_rag.json
google/gemma-4-12B-it,daily_dialog,rag,sglang_radix_attention,256,57033,37462,41.49701216442736,45.39246750937309,24.097515816396,4858.73,3980.1333785250076,18.9794140625,nvml,,0,True,results_full/gemma4_12b/daily_dialog/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-12B-it_public_dataset_daily_dialog_rag.json
google/gemma-4-12B-it,daily_dialog,rag,vllm_apc,256,53705,33472.0,21.563678066513603,24.778348233667202,46.37254255623281,2747.175,2271.477636884145,10.73115234375,nvml,,0,True,results_full/gemma4_12b/daily_dialog/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-12B-it_public_dataset_daily_dialog_rag.json
google/gemma-4-12B-it,daily_dialog,templated,lmcache_vllm,256,50377,256.0,26.5158964409693,32.9890729917679,37.71193472562048,3925.03,3348.418121779854,15.3321484375,nvml,,0,True,results_full/gemma4_12b/daily_dialog/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-12B-it_public_dataset_daily_dialog_templated.json
google/gemma-4-12B-it,daily_dialog,templated,sglang_radix_attention,256,53705,34147,41.494849446053195,45.35308050981257,24.098743120078858,4837.31,3944.036032944619,18.8957421875,nvml,,0,True,results_full/gemma4_12b/daily_dialog/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-12B-it_public_dataset_daily_dialog_templated.json
google/gemma-4-12B-it,daily_dialog,templated,vllm_apc,256,50377,33216.0,21.367103743386906,25.08194648544304,46.799102507072256,2614.06,2173.851718918303,10.211171875,nvml,,0,True,results_full/gemma4_12b/daily_dialog/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-12B-it_public_dataset_daily_dialog_templated.json
google/gemma-4-12B-it,dolly,rag,lmcache_vllm,256,49032,768.0,27.490567679024025,35.40628802147694,36.37493988136047,4049.951,3474.0035792014824,15.82012109375,nvml,,0,True,results_full/gemma4_12b/dolly/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-12B-it_public_dataset_dolly_rag.json
google/gemma-4-12B-it,dolly,rag,sglang_radix_attention,256,52360,33159,41.62114236532943,47.147669742116705,24.025601418864373,4894.573,4019.7996929126866,19.11942578125,nvml,,0,True,results_full/gemma4_12b/dolly/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-12B-it_public_dataset_dolly_rag.json
google/gemma-4-12B-it,dolly,rag,vllm_apc,256,49032,20224.0,22.8952278584984,31.14346123766154,43.67541088785657,3135.365,2635.4157617069313,12.24751953125,nvml,,0,True,results_full/gemma4_12b/dolly/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-12B-it_public_dataset_dolly_rag.json
google/gemma-4-12B-it,dolly,templated,lmcache_vllm,256,44936,768.0,25.981131359230858,34.767081975587644,38.488117010078184,3648.397,3077.5200612142717,14.25155078125,nvml,,0,True,results_full/gemma4_12b/dolly/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-12B-it_public_dataset_dolly_templated.json
google/gemma-4-12B-it,dolly,templated,sglang_radix_attention,256,48264,29079,41.17233424381084,46.61901447980199,24.287481133148233,4866.549,3984.2747881882588,19.00995703125,nvml,,0,True,results_full/gemma4_12b/dolly/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-12B-it_public_dataset_dolly_templated.json
google/gemma-4-12B-it,dolly,templated,vllm_apc,256,44936,17408.0,22.601481610763585,30.94205450906884,44.24326094259346,3010.105,2509.5212349262865,11.75822265625,nvml,,0,True,results_full/gemma4_12b/dolly/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-12B-it_public_dataset_dolly_templated.json
google/gemma-4-12B-it,samsum,rag,lmcache_vllm,256,68182,2048.0,30.461725733857747,43.29149375553243,32.82707867408081,4521.415,3847.141081422686,17.66177734375,nvml,,0,True,results_full/gemma4_12b/samsum/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-12B-it_public_dataset_samsum_rag.json
google/gemma-4-12B-it,samsum,rag,sglang_radix_attention,256,71510,37091,44.06920295014061,53.50712726067286,22.69093164506301,5495.991,4559.865931541533,21.46871484375,nvml,,0,True,results_full/gemma4_12b/samsum/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-12B-it_public_dataset_samsum_rag.json
google/gemma-4-12B-it,samsum,rag,vllm_apc,256,68182,34688.0,23.70527254129229,32.663251215126365,42.18324276737564,3275.855,2749.88019743326,12.79630859375,nvml,,0,True,results_full/gemma4_12b/samsum/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-12B-it_public_dataset_samsum_rag.json
google/gemma-4-12B-it,samsum,templated,lmcache_vllm,256,64854,1536.0,29.79038449257132,42.78237449761946,33.566872110165086,4464.929,3813.072034418094,17.44112890625,nvml,,0,True,results_full/gemma4_12b/samsum/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-12B-it_public_dataset_samsum_templated.json
google/gemma-4-12B-it,samsum,templated,sglang_radix_attention,256,68182,33776,43.99618288471174,52.83910648722667,22.72859391554353,5533.43,4587.645648729793,21.6149609375,nvml,,0,True,results_full/gemma4_12b/samsum/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-12B-it_public_dataset_samsum_templated.json
google/gemma-4-12B-it,samsum,templated,vllm_apc,256,64854,34368.0,23.392671027522738,32.33845726936124,42.74685239523903,3190.072,2677.6569788239585,12.46121875,nvml,,0,True,results_full/gemma4_12b/samsum/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-12B-it_public_dataset_samsum_templated.json
google/gemma-4-12B-it,xsum,rag,lmcache_vllm,256,105097,3840.0,40.42103235724426,46.16140775033273,24.738910840229803,6094.421,5221.449081170403,23.80633203125,nvml,,0,True,results_full/gemma4_12b/xsum/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-12B-it_public_dataset_xsum_rag.json
google/gemma-4-12B-it,xsum,rag,sglang_radix_attention,256,108425,33116,52.54851046015574,62.78835101693403,19.029590017563205,7290.136,6119.843674581609,28.47709375,nvml,,0,True,results_full/gemma4_12b/xsum/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-12B-it_public_dataset_xsum_rag.json
google/gemma-4-12B-it,xsum,rag,vllm_apc,256,105097,22784.0,35.305164220972074,43.685527009074576,28.323651792507047,5334.563,4545.470871948086,20.83813671875,nvml,,0,True,results_full/gemma4_12b/xsum/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-12B-it_public_dataset_xsum_rag.json
google/gemma-4-12B-it,xsum,templated,lmcache_vllm,256,101769,3840.0,39.65933990548365,45.6195049919188,25.214090863347277,5993.299,5130.824316956573,23.41132421875,nvml,,0,True,results_full/gemma4_12b/xsum/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-12B-it_public_dataset_xsum_templated.json
google/gemma-4-12B-it,xsum,templated,sglang_radix_attention,256,105097,29801,51.9344958045167,62.06723049399443,19.254511230581866,7251.153,6126.956408949582,28.32481640625,nvml,,0,True,results_full/gemma4_12b/xsum/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-12B-it_public_dataset_xsum_templated.json
google/gemma-4-12B-it,xsum,templated,vllm_apc,256,101769,21440.0,34.53347845788812,43.35342251579277,28.956576727968077,5218.759,4484.467034462601,20.38577734375,nvml,,0,True,results_full/gemma4_12b/xsum/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-12B-it_public_dataset_xsum_templated.json
google/gemma-4-26B-A4B-it,ag_news,rag,lmcache_vllm,256,43476,0.0,30.473046428369344,32.11535923765041,32.81491843628572,3698.128,3040.5980956050366,14.4458125,nvml,,0,True,results_full/gemma4_26b_a4b/ag_news/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-26B-A4B-it_public_dataset_ag_news_rag.json
google/gemma-4-26B-A4B-it,ag_news,rag,sglang_radix_attention,256,46804,30393,39.385640471664374,42.24642000917811,25.389269706264162,3447.473,2619.9341262086527,13.46669140625,nvml,,0,True,results_full/gemma4_26b_a4b/ag_news/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-26B-A4B-it_public_dataset_ag_news_rag.json
google/gemma-4-26B-A4B-it,ag_news,rag,vllm_apc,256,43476,25312.0,25.687632527478854,28.362117751385085,38.927475937053295,2663.387,2106.038732795906,10.40385546875,nvml,,0,True,results_full/gemma4_26b_a4b/ag_news/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-26B-A4B-it_public_dataset_ag_news_rag.json
google/gemma-4-26B-A4B-it,ag_news,templated,lmcache_vllm,256,40916,0.0,30.457433434094128,32.251809287117794,32.83176797168819,3669.921,2998.6435803472386,14.33562890625,nvml,,0,True,results_full/gemma4_26b_a4b/ag_news/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-26B-A4B-it_public_dataset_ag_news_templated.json
google/gemma-4-26B-A4B-it,ag_news,templated,sglang_radix_attention,256,44244,27843,39.46501793734569,42.950516755809076,25.338187348946676,3456.005,2624.0856383378696,13.50001953125,nvml,,0,True,results_full/gemma4_26b_a4b/ag_news/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-26B-A4B-it_public_dataset_ag_news_templated.json
google/gemma-4-26B-A4B-it,ag_news,templated,vllm_apc,256,40916,25184.0,24.70536612804608,27.38707751268521,40.475190448175915,2524.652,2007.2572714541484,9.861921875,nvml,,0,True,results_full/gemma4_26b_a4b/ag_news/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-26B-A4B-it_public_dataset_ag_news_templated.json
google/gemma-4-26B-A4B-it,daily_dialog,rag,lmcache_vllm,256,53705,256.0,31.746373746955214,36.033194744959474,31.4986239604198,3853.529,3170.7660797242934,15.05284765625,nvml,,0,True,results_full/gemma4_26b_a4b/daily_dialog/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-26B-A4B-it_public_dataset_daily_dialog_rag.json
google/gemma-4-26B-A4B-it,daily_dialog,rag,sglang_radix_attention,256,57033,37462,39.90735722118188,53.269956464646384,25.05732138052857,3497.485,2644.028763203294,13.66205078125,nvml,,0,True,results_full/gemma4_26b_a4b/daily_dialog/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-26B-A4B-it_public_dataset_daily_dialog_rag.json
google/gemma-4-26B-A4B-it,daily_dialog,rag,vllm_apc,256,53705,33760.0,24.946565803929843,30.63460497651249,40.084076230928126,2609.168,2072.9042536284855,10.1920625,nvml,,0,True,results_full/gemma4_26b_a4b/daily_dialog/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-26B-A4B-it_public_dataset_daily_dialog_rag.json
google/gemma-4-26B-A4B-it,daily_dialog,templated,lmcache_vllm,256,50377,256.0,31.26499519726167,35.649765268317424,31.983640451848174,3721.756,3056.4500982483864,14.538109375,nvml,,0,True,results_full/gemma4_26b_a4b/daily_dialog/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-26B-A4B-it_public_dataset_daily_dialog_templated.json
google/gemma-4-26B-A4B-it,daily_dialog,templated,sglang_radix_attention,256,53705,34147,39.91123530886398,53.24643476342317,25.054851757509397,3473.562,2583.6743315192634,13.5686015625,nvml,,0,True,results_full/gemma4_26b_a4b/daily_dialog/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-26B-A4B-it_public_dataset_daily_dialog_templated.json
google/gemma-4-26B-A4B-it,daily_dialog,templated,vllm_apc,256,50377,33472.0,23.462144409450048,29.787601772113703,42.62006141604088,2368.051,1866.1216482593304,9.25019921875,nvml,,0,True,results_full/gemma4_26b_a4b/daily_dialog/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-26B-A4B-it_public_dataset_daily_dialog_templated.json
google/gemma-4-26B-A4B-it,dolly,rag,lmcache_vllm,256,49032,768.0,30.950351795354436,37.221719772787765,32.308799240097265,3708.695,3022.5975452371035,14.48708984375,nvml,,0,True,results_full/gemma4_26b_a4b/dolly/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-26B-A4B-it_public_dataset_dolly_rag.json
google/gemma-4-26B-A4B-it,dolly,rag,sglang_radix_attention,256,52360,33159,40.22186517954651,56.88050050230231,24.861457406593818,3470.363,2601.674219736468,13.55610546875,nvml,,0,True,results_full/gemma4_26b_a4b/dolly/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-26B-A4B-it_public_dataset_dolly_rag.json
google/gemma-4-26B-A4B-it,dolly,rag,vllm_apc,256,49032,26848.0,24.76455898590757,32.91195599013008,40.378485659431604,2647.714,2114.4250067839057,10.3426328125,nvml,,0,True,results_full/gemma4_26b_a4b/dolly/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-26B-A4B-it_public_dataset_dolly_rag.json
google/gemma-4-26B-A4B-it,dolly,templated,lmcache_vllm,256,44936,768.0,30.84754617566432,36.564445748808794,32.416427070703485,3527.264,2849.8798572243977,13.778375,nvml,,0,True,results_full/gemma4_26b_a4b/dolly/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-26B-A4B-it_public_dataset_dolly_templated.json
google/gemma-4-26B-A4B-it,dolly,templated,sglang_radix_attention,256,48264,29079,39.91451642446009,56.928575490019284,25.05283763343581,3458.188,2590.0646783731086,13.508546875,nvml,,0,True,results_full/gemma4_26b_a4b/dolly/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-26B-A4B-it_public_dataset_dolly_templated.json
google/gemma-4-26B-A4B-it,dolly,templated,vllm_apc,256,44936,25440.0,24.3286691782032,32.60560474882368,41.1020080359952,2524.41,2027.8172763838024,9.8609765625,nvml,,0,True,results_full/gemma4_26b_a4b/dolly/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-26B-A4B-it_public_dataset_dolly_templated.json
google/gemma-4-26B-A4B-it,samsum,rag,lmcache_vllm,256,68182,2048.0,33.793577264304986,38.83310373930726,29.59050024447024,4127.823,3438.961931995581,16.12430859375,nvml,,0,True,results_full/gemma4_26b_a4b/samsum/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-26B-A4B-it_public_dataset_samsum_rag.json
google/gemma-4-26B-A4B-it,samsum,rag,sglang_radix_attention,256,71510,37091,45.02659161630618,57.90465249447152,22.208476472729746,4248.247,3279.0138769681707,16.59471484375,nvml,,0,True,results_full/gemma4_26b_a4b/samsum/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-26B-A4B-it_public_dataset_samsum_rag.json
google/gemma-4-26B-A4B-it,samsum,rag,vllm_apc,256,68182,34976.0,27.281371755407235,34.35352376254741,36.65354384080042,3057.296,2470.22761941945,11.9425625,nvml,,0,True,results_full/gemma4_26b_a4b/samsum/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-26B-A4B-it_public_dataset_samsum_rag.json
google/gemma-4-26B-A4B-it,samsum,templated,lmcache_vllm,256,64854,1536.0,32.907159303476874,38.95672576618381,30.38755386683982,4059.915,3346.6920784164913,15.85904296875,nvml,,0,True,results_full/gemma4_26b_a4b/samsum/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-26B-A4B-it_public_dataset_samsum_templated.json
google/gemma-4-26B-A4B-it,samsum,templated,sglang_radix_attention,256,68182,33776,45.00719021802979,57.53955524414778,22.218011804840113,4189.378,3201.1981732185363,16.3647578125,nvml,,0,True,results_full/gemma4_26b_a4b/samsum/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-26B-A4B-it_public_dataset_samsum_templated.json
google/gemma-4-26B-A4B-it,samsum,templated,vllm_apc,256,64854,34656.0,25.787800126636284,33.90030002628919,38.776533755106904,2829.51,2299.379014306639,11.0527734375,nvml,,0,True,results_full/gemma4_26b_a4b/samsum/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-26B-A4B-it_public_dataset_samsum_templated.json
google/gemma-4-26B-A4B-it,xsum,rag,lmcache_vllm,256,105097,3840.0,38.474986107303266,42.354990233434364,25.99005303713652,5005.884,4171.125463136937,19.554234375,nvml,,0,True,results_full/gemma4_26b_a4b/xsum/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-26B-A4B-it_public_dataset_xsum_rag.json
google/gemma-4-26B-A4B-it,xsum,rag,sglang_radix_attention,256,108425,33116,57.0471958503731,61.94783175305929,17.52895026665095,5926.666,4710.187073476869,23.1510390625,nvml,,0,True,results_full/gemma4_26b_a4b/xsum/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-26B-A4B-it_public_dataset_xsum_rag.json
google/gemma-4-26B-A4B-it,xsum,rag,vllm_apc,256,105097,30144.0,34.22811585664931,38.09331374941394,29.214786408476936,4234.7,3493.1195889673463,16.541796875,nvml,,0,True,results_full/gemma4_26b_a4b/xsum/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-26B-A4B-it_public_dataset_xsum_rag.json
google/gemma-4-26B-A4B-it,xsum,templated,lmcache_vllm,256,101769,3840.0,38.4088294765661,41.96239254088141,26.034914432914018,4931.108,4076.5202000083705,19.262140625,nvml,,0,True,results_full/gemma4_26b_a4b/xsum/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-26B-A4B-it_public_dataset_xsum_templated.json
google/gemma-4-26B-A4B-it,xsum,templated,sglang_radix_attention,256,105097,29801,56.81151897260861,61.96230476780329,17.60165653270401,5876.045,4601.5459831752,22.95330078125,nvml,,0,True,results_full/gemma4_26b_a4b/xsum/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-26B-A4B-it_public_dataset_xsum_templated.json
google/gemma-4-26B-A4B-it,xsum,templated,vllm_apc,256,101769,29344.0,34.00517726868202,37.964972740155645,29.406257901041077,4190.764,3463.246573161015,16.370171875,nvml,,0,True,results_full/gemma4_26b_a4b/xsum/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-26B-A4B-it_public_dataset_xsum_templated.json
google/gemma-4-31B-it,ag_news,rag,lmcache_vllm,256,43476,0.0,57.566588408917596,59.0035072673345,17.370847723640832,8835.61,7549.000220381828,34.5141015625,nvml,,0,True,results_full/gemma4_31b/ag_news/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-31B-it_public_dataset_ag_news_rag.json
google/gemma-4-31B-it,ag_news,rag,sglang_radix_attention,256,46804,30393,91.87716616270336,94.34186095313635,10.883933183455035,12048.465,9969.368825632706,47.06431640625,nvml,,0,True,results_full/gemma4_31b/ag_news/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-31B-it_public_dataset_ag_news_rag.json
google/gemma-4-31B-it,ag_news,rag,vllm_apc,256,43476,25312.0,48.29062094154324,50.852257510996424,20.70718362369642,6849.452,5767.413219782726,26.755671875,nvml,,0,True,results_full/gemma4_31b/ag_news/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-31B-it_public_dataset_ag_news_rag.json
google/gemma-4-31B-it,ag_news,templated,lmcache_vllm,256,40916,0.0,57.18391145865098,58.573153291945346,17.487062684600584,8723.466,7451.561995875576,34.0760390625,nvml,,0,True,results_full/gemma4_31b/ag_news/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-31B-it_public_dataset_ag_news_templated.json
google/gemma-4-31B-it,ag_news,templated,sglang_radix_attention,256,44244,27843,91.86292807271457,94.63598100410309,10.885596861381382,12068.981,10115.16344251852,47.14445703125,nvml,,0,True,results_full/gemma4_31b/ag_news/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-31B-it_public_dataset_ag_news_templated.json
google/gemma-4-31B-it,ag_news,templated,vllm_apc,256,40916,25184.0,47.68194439634499,50.49823451554403,20.97158783661943,6389.854,5359.213151203289,24.9603671875,nvml,,0,True,results_full/gemma4_31b/ag_news/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-31B-it_public_dataset_ag_news_templated.json
google/gemma-4-31B-it,daily_dialog,rag,lmcache_vllm,256,53705,256.0,62.633496318085236,85.89335475699045,15.965565973189038,9571.878,8253.495119901814,37.3901484375,nvml,,0,True,results_full/gemma4_31b/daily_dialog/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-31B-it_public_dataset_daily_dialog_rag.json
google/gemma-4-31B-it,daily_dialog,rag,sglang_radix_attention,256,57033,37462,93.96321681879272,102.62833200977184,10.642282263381274,12428.249,10307.46696665301,48.54784765625,nvml,,0,True,results_full/gemma4_31b/daily_dialog/rag/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-31B-it_public_dataset_daily_dialog_rag.json
google/gemma-4-31B-it,daily_dialog,rag,vllm_apc,256,53705,33760.0,49.823710495729756,58.036844959133305,20.070024648335327,6848.783,5722.182323960097,26.75305859375,nvml,,0,True,results_full/gemma4_31b/daily_dialog/rag/vllm_apc/benchmark_vllm_apc_google_gemma-4-31B-it_public_dataset_daily_dialog_rag.json
google/gemma-4-31B-it,daily_dialog,templated,lmcache_vllm,256,50377,256.0,60.805240455920284,83.8461635139538,16.445588956910928,9288.388,7981.252790756393,36.282765625,nvml,,0,True,results_full/gemma4_31b/daily_dialog/templated/lmcache_vllm/benchmark_lmcache_google_gemma-4-31B-it_public_dataset_daily_dialog_templated.json
google/gemma-4-31B-it,daily_dialog,templated,sglang_radix_attention,256,53705,34147,94.37177441441236,103.18247148825321,10.596210832997329,12304.929,10262.408602830415,48.06612890625,nvml,,0,True,results_full/gemma4_31b/daily_dialog/templated/sglang_radix_attention/benchmark_sglang_radix_attention_google_gemma-4-31B-it_public_dataset_daily_dialog_templated.json
google/gemma-4-31B-it,daily_dialog,templated,vllm_apc,256,50377,33472.0,49.1479155612069,57.97656274808105,20.345978571646953,6540.176,5472.351818604019,25.5475625,nvml,,0,True,results_full/gemma4_31b/daily_dialog/templated/vllm_apc/benchmark_vllm_apc_google_gemma-4-31B-it_public_dataset_daily_dialog_templated.json
google/gemma-4-31B-it,dolly,rag,lmcache_vllm,256,49032,768.0,63.942840894469555,88.86445350071881,15.638579663901645,9807.82,8399.558634752291,38.311796875,nvml,,0,True,results_full/gemma4_31b/dolly/rag/lmcache_vllm/benchmark_lmcache_google_gemma-4-31B-it_public_dataset_dolly_rag.json
